timestamp;tag;duration;package_0;dram_0
1760883385.4772325;GET /static/frontend/de-DE/styles.css;0.0047550201416015625;106384.0;11429.0
1760883385.4972076;GET /static/frontend/de-DE/styles.css;0.0023360252380371094;68847.0;8063.0
1760883385.5156465;GET /static/frontend/de-DE/styles.css;0.002233743667602539;44739.0;6059.0
1760883385.5310264;GET /static/frontend/de-DE/styles.css;0.001791238784790039;44312.0;6120.0
1760883385.5431058;GET /static/frontend/de-DE/styles.css;0.0033216476440429688;67626.0;10511.0
1760883385.5588193;GET /static/frontend/de-DE/styles.css;0.002223491668701172;43152.0;5539.0
1760883385.5768387;GET /static/frontend/de-DE/styles.css;0.002750396728515625;69824.0;7834.0
1760883385.5932722;GET /static/frontend/de-DE/styles.css;0.002572298049926758;69702.0;8690.0
1760883385.6103795;GET /static/frontend/de-DE/styles.css;0.003263235092163086;91064.0;10802.0
1760883385.6292467;GET /static/frontend/de-DE/styles.css;0.0032339096069335938;65734.0;10434.0
1760883385.6408706;GET /static/frontend/de-DE/styles.css;0.0013060569763183594;24292.0;2907.0
1760883385.65228;GET /static/frontend/de-DE/styles.css;0.0024852752685546875;71717.0;8706.0
1760883385.668597;GET /static/frontend/de-DE/styles.css;0.0022764205932617188;68237.0;5983.0
1760883385.6839566;GET /static/frontend/de-DE/styles.css;0.003365755081176758;66162.0;8691.0
1760883385.7008617;GET /static/frontend/de-DE/styles.css;0.0013341903686523438;23559.0;2861.0
1760883385.7617445;GET /static/frontend/de-DE/styles.css;0.003210306167602539;65125.0;8277.0
1760883385.7810044;GET /static/frontend/de-DE/styles.css;0.003320455551147461;92651.0;8109.0
1760883385.8006346;GET /static/frontend/de-DE/styles.css;0.002141237258911133;47302.0;5538.0
1760883385.815803;GET /static/frontend/de-DE/styles.css;0.0024094581604003906;43701.0;5324.0
1760883385.830345;GET /static/frontend/de-DE/styles.css;0.0015478134155273438;23499.0;3198.0
1760883385.8431606;GET /static/frontend/de-DE/styles.css;0.0015168190002441406;44190.0;5431.0
1760883385.8548422;GET /static/frontend/de-DE/styles.css;0.0033254623413085938;70251.0;8630.0
1760883385.8728878;GET /static/frontend/de-DE/styles.css;0.0021903514862060547;47180.0;5263.0
1760883385.887132;GET /static/frontend/de-DE/styles.css;0.0017042160034179688;43457.0;5707.0
1760883385.9019587;GET /static/frontend/de-DE/styles.css;0.0038099288940429688;89478.0;11628.0
1760883385.921233;GET /static/frontend/de-DE/styles.css;0.0031769275665283203;87280.0;8369.0
1760883385.9384744;GET /static/frontend/de-DE/styles.css;0.0028388500213623047;67566.0;8904.0
1760883385.9500122;GET /static/frontend/de-DE/styles.css;0.0024111270904541016;69336.0;8843.0
1760883385.967987;GET /static/frontend/de-DE/styles.css;0.0019712448120117188;44190.0;5508.0
1760883386.0300877;GET /static/frontend/de-DE/styles.css;0.0024499893188476562;68847.0;8965.0
1760883386.0412917;GET /static/frontend/de-DE/styles.css;0.0023474693298339844;68482.0;8981.0
1760883386.0590527;GET /static/frontend/de-DE/styles.css;0.0026268959045410156;67139.0;8445.0
1760883386.0737681;GET /static/frontend/de-DE/styles.css;0.0022382736206054688;47485.0;5004.0
1760883386.100825;GET /static/frontend/de-DE/styles.css;0.00446629524230957;98815.0;14642.0
1760883386.1212635;GET /static/frontend/de-DE/styles.css;0.0062046051025390625;121154.0;16463.0
1760883386.1428607;GET /static/frontend/de-DE/styles.css;0.0037691593170166016;99975.0;10312.0
1760883386.1589932;GET /static/frontend/de-DE/styles.css;0.002235889434814453;44922.0;5631.0
1760883386.1765094;GET /static/frontend/de-DE/styles.css;0.0019268989562988281;44860.0;5784.0
1760883386.1904554;GET /static/frontend/de-DE/styles.css;0.0018105506896972656;44555.0;6242.0
1760883386.2012186;GET /static/frontend/de-DE/styles.css;0.0013587474822998047;48644.0;6242.0
1760883386.2614975;GET /static/frontend/de-DE/styles.css;0.0021371841430664062;44190.0;5401.0
1760883386.2808635;GET /static/frontend/de-DE/styles.css;0.0033409595489501953;67139.0;8415.0
